,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
14,Arab World,ARB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3776683807373,,,37.790763854980504,,,48.328517913818395,,,,
15,Arab World,ARB,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.28387,72.19400999999999,73.55228000000001,75.17481,76.51463000000001,77.32907,77.94774,79.10946,79.58348000000001,80.44079,82.21837,82.24648,83.55279,83.44254000000001,84.11878,83.21839,83.34494000000001,83.18996,83.82028000000001,83.99478,84.25278,,,
16,Arab World,ARB,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6569,80.91599000000001,81.71003,82.66111,83.47513000000001,83.75043000000001,84.19785999999999,84.75343000000001,84.69159,85.56248000000001,86.34844,86.38804,87.28571,86.7128,86.30059,85.22583,85.18359,84.89517,85.25464000000001,86.28836,86.50601,,,
17,Arab World,ARB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,134.772340547077,135.343859063435,136.030213847348,135.898025496962,135.721825803496,135.387563208662,134.66121369248,133.779002362675,131.29870798717698,128.852210058815,126.533802209776,124.318305615749,122.27111055200001,120.012108840033,117.734781402663,115.377230436177,112.928421596245,110.411372786332,106.545709195446,102.733960919864,99.00477991485029,95.38260116704741,91.8032298938361,88.8801063838431,85.93867205256892,82.97523947035829,79.9449523752545,76.91103352204792,74.8494097806462,72.8193825254691,71.1396485588337,69.0682919807749,67.3323808151355,65.3488656797161,63.3730943091346,61.23988111107921,59.2608901292398,57.26914795265739,56.25427777953529,55.28152078004501,54.3460477107588,53.309407391825296,52.297742700623296,51.8978243354327,51.5383844945019,51.212963010276006,50.839601301003896,50.5195394723667,50.3052866037677,50.1192054352229,49.9668965278574,49.8668909306727,49.7908256204114,49.3449634047756,48.8536646484314,48.2797370085637,47.5054889893637,46.6888513200971,46.005049112520396,,,
18,Arab World,ARB,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Arab World,ARB,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Arab World,ARB,Age dependency ratio (% of working-age population),SP.POP.DPND,88.0611098786549,89.4895131637362,90.782450833846,91.8989483711854,92.72800706059151,93.201289558805,94.0875347029857,94.48592222322131,94.5446101458858,94.4342508365348,94.2266661733005,94.5232026920337,94.5916605312615,94.4822877054353,94.2471415754734,93.9376905398201,93.8039909651816,93.55993959298941,93.2248213603943,92.79263586961159,92.2575196665594,91.96565465407721,91.53506376943541,90.99536730434929,90.3831318669034,89.7191278121111,89.4438390254188,89.0285549051142,88.5170698648667,87.9145344961189,87.3320531922152,86.51017052410671,85.8304433963055,84.70422740222321,83.43262320707409,81.82085240066509,80.5449247073731,79.19866661472841,77.8170104291037,76.4227796639016,75.0173327628206,73.6057544678033,72.18209920521599,70.770124020555,69.4003538162869,68.0988245147253,66.90232805941629,65.784309783276,64.7785013252881,63.9138304126377,63.2016235695226,62.57232832118321,62.0893293511709,61.7307653195897,61.446529844785395,61.195307253378,61.2836148998343,61.2539512715361,61.1654735231031,61.0818006488923,,
21,Arab World,ARB,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Arab World,ARB,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Arab World,ARB,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Arab World,ARB,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Arab World,ARB,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Arab World,ARB,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Arab World,ARB,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Arab World,ARB,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Arab World,ARB,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Arab World,ARB,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Arab World,ARB,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Arab World,ARB,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Arab World,ARB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.790076244320204,47.558390923405106,47.327602878249394,47.0916157161144,46.844208650229795,46.577097533659,46.282911158785495,45.9605501095967,45.6113724512724,45.237162655996705,44.8436223222851,44.440353362690104,44.0386533499156,43.647830061566104,43.274846698361394,42.924933744979995,42.600631479287,42.2929046417895,41.989925028311504,41.680513571081796,41.349834891641,40.9835324320956,40.5702382236439,40.100070158517106,39.5678431423595,38.9689751376062,38.3028689748736,37.5805481305163,36.817703943941105,36.02979036226429,35.3180711524051,34.5218833536289,33.834581962006304,33.047836169780304,32.2864322751781,31.5017454938605,30.8345908991115,30.2171720476836,29.649744761881,29.143681407501898,28.709114781012996,28.347762234355997,28.058919004673,27.830778711347197,27.6578315133665,27.537710957561004,27.477278492215902,27.4607257557794,27.4629957002944,27.4959997120699,27.513435350321803,27.484867308056803,27.3892982930405,27.2114447684758,26.940780768132,26.576991263926896,26.1348031918218,25.6480149498627,25.147541991311602,,,
34,Arab World,ARB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9764877869249,,,,,,,,,,70.27786548323711,,,,,,,,,,78.79649993821809,,,,,,86.5857981109417,,,,,
35,Arab World,ARB,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.523735938398296,,,,,34.5382442921705,,,,,34.899536603844396,,,,,27.477481514145197,27.849226912199303,,,,,
36,Arab World,ARB,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.303456584934402,,,,,13.702107806413801,,,,,14.5724741369765,,,,,9.51835550691696,9.84248455691891,,,,,
37,Arab World,ARB,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.826742682098,,,,,13.8982987908898,,,,,13.101821361691899,,,,,11.2375080786406,11.032085280015302,,,,,
38,Arab World,ARB,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.991357290362401,,,,,9.758768677811279,,,,,9.404048538106949,,,,,7.81419046421679,7.698638530702371,,,,,
39,Arab World,ARB,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.586960284959304,,,,,27.6780304360533,,,,,24.126057795952303,,,,,38.4368748025706,36.804384945254604,,,,,
40,Arab World,ARB,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.057209527387705,,,,,60.6873496049351,,,,,56.8660504862215,,,,,70.1381824644935,68.4372112697974,,,,,
41,Arab World,ARB,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.225746717316571,,,,,8.80263273242473,,,,,7.57227000560985,,,,,12.5365956316103,11.948732414609498,,,,,
42,Arab World,ARB,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4796607659285,,,,,19.4659138138296,,,,,17.745320309885603,,,,,24.909937594137002,24.031229511202802,,,,,
43,Arab World,ARB,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.902544691700705,,,,,37.7942914942524,,,,,40.9946790916291,,,,,34.071081474711,35.3618494930457,,,,,
44,Arab World,ARB,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.609520492262,,,,,25.6020757410533,,,,,28.5298955312292,,,,,20.354827268583,21.701994828927802,,,,,
45,Arab World,ARB,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.94498065568459,,,,,77.2960868948103,,,,,79.3385198502636,,,,,76.22120551694891,77.0158771066947,,,,,
46,Arab World,ARB,"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5078399215513,,,,,70.7818775060184,,,,,72.8564349597332,,,,,67.3058183311127,68.2593551640402,,,,,
47,Arab World,ARB,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Arab World,ARB,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Arab World,ARB,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,5905431.0,6063337.0,6066683.0,6084910.0,6169901.0,6099983.0,6043502.0,6061221.0,6109132.0,5954580.0,5876602.0,5912121.0,5933725.0,5929597.0,5868390.0,5887056.0,5830530.0,5754181.0,5720246.0,5855129.0,5655649.0,5715658.0,6501987.0,6509026.0,6041449.0,6401448.0,5878331.0,5863862.0,5777100.0,5438239.0,5231112.0,4970814.0,4752694.0,4512213.0,4419682.0,4430324.0,4403007.0,4133425.0,3925417.0,3851198.0,3611490.0,3675857.0,3573783.0,3813221.0,3960807.0,3965433.0,3961725.0,4002040.0,4020699.0,4092747.0,,
50,Arab World,ARB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,3591617.0,3670725.0,3612047.0,3593582.0,3592489.0,3585678.0,3478357.0,3496246.0,3532798.0,3508137.0,3492774.0,3554684.0,3613424.0,3648922.0,3568601.0,3604712.0,3596543.0,3552822.0,3578060.0,3664387.0,3642111.0,3754281.0,4138594.0,4196813.0,4036279.0,4161797.0,3988220.0,3935591.0,4003704.0,3771526.0,3688576.0,3558112.0,3459320.0,3341399.0,3274997.0,3316262.0,3353659.0,3160578.0,3015062.0,2949753.0,2778487.0,2936995.0,3061381.0,3299515.0,3517686.0,3543997.0,3605393.0,3436666.0,3465316.0,3584653.0,,
51,Arab World,ARB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Arab World,ARB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Arab World,ARB,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1160690663247,,,,,,,,,,44.418031660830096,,,,,,,,,,52.00021277395221,,,,,,,46.704048480855796,,,,
54,Arab World,ARB,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.213032439919,,,,,,,,,,39.421916129660104,,,,,,,,,,44.3604594821923,,,,,,,40.4706746684141,,,,
55,Arab World,ARB,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.602746828955105,35.61838165256329,35.0235976629212,34.777773264654996,33.1052800694519,32.5313586149285,32.0835562933956,29.865551468115,29.4340478858475,30.017883001591603,27.1435700543573,27.1821581931543,28.359309660594697,29.8405018631844,28.742064929351102,28.267425551962,27.778600465087,26.568789741217298,25.905406729451,24.3266518711829,23.8339821777141,22.407629520678302,23.688132511581202,23.9992519484338,24.0466904877946,19.4876035536727,20.0886192042485,19.857691765128,19.4142295417724,18.9534965975016,
56,Arab World,ARB,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.001100919108401,11.6568704082312,11.3189255689433,10.834486947453499,10.5831079814555,10.2782643566746,10.021534785253301,10.048134523582,10.1848348816924,9.85025493052232,9.562925617902618,9.53069332159765,9.29795990655137,9.3429936508477,8.75153381018575,7.880595215677941,7.63215915260298,7.13187793943159,6.75888314892671,5.999253512916651,5.69395775026361,5.325940246637599,5.306313921055169,5.2920269396606905,5.286213957915839,4.813765763627639,4.91541173246368,4.83413237470155,4.73931239179703,4.65317849278145,
57,Arab World,ARB,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0923076923077,70.00625,84.7444444444445,78.6166666666667,60.815,53.05,45.84,48.0,46.195,38.4047619047619,35.0857142857143,32.866666666666696,38.7863636363636,38.2818181818182,33.613636363636395,34.5681818181818,27.795454545454604,,
58,Arab World,ARB,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0923076923077,70.00625,84.7444444444445,78.6166666666667,60.815,53.05,45.84,48.0,46.195,38.4047619047619,35.0857142857143,32.866666666666696,38.7863636363636,38.2818181818182,33.613636363636395,34.5681818181818,27.795454545454604,,
59,Arab World,ARB,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),SG.PEN.SXHR.EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Arab World,ARB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,20.1653571613291,19.6810968974661,19.205419903059603,18.7338354226909,18.264036190111,17.7966674082559,17.3359192013855,16.8860401188429,16.4481009501896,16.019211673917102,15.594120892978802,15.1662196295131,14.7311551336267,14.290049490683698,13.847770229800998,13.4093450430882,12.980895564010698,12.5657843992873,12.163538507269198,11.769316879605801,11.3771208314083,10.9813547438119,10.5805594800263,10.177896640403,9.78156743456302,9.40189112170122,9.049499993488329,8.73052677346567,8.4483944016536,8.20181028808455,7.97506651102474,7.7813419477979195,7.64350931228954,7.464788496040441,7.29060697048979,7.09282849664989,6.9349279896974005,6.78848851912288,6.6590303845203795,6.543401604063259,6.44095917557408,6.34860953873927,6.26257421674705,6.17892324957462,6.09449171222654,6.00984956298096,5.926905490793231,5.84855668756672,5.780207530491179,5.72530025628249,5.68165740677503,5.6443532468668405,5.60853392993795,5.57131094657708,5.5322352213141,5.49165625851344,5.451217824864969,5.41347317923475,5.38035986358256,,,
61,Arab World,ARB,Decision maker about a woman's own health care: mainly husband (% of women age 15-49),SG.DMK.HLTH.HB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Arab World,ARB,Decision maker about a woman's own health care: mainly wife (% of women age 15-49),SG.DMK.HLTH.WF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Arab World,ARB,Decision maker about a woman's own health care: other (% of women age 15-49),SG.DMK.HLTH.OT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Arab World,ARB,Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Arab World,ARB,Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Arab World,ARB,Decision maker about a woman's visits to her family or relatives: mainly husband (% of women age 15-49),SG.DMK.VISI.HB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Arab World,ARB,Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Arab World,ARB,Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Arab World,ARB,Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Arab World,ARB,Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Arab World,ARB,Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Arab World,ARB,Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Arab World,ARB,Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Arab World,ARB,Decision maker about major household purchases: wife and husband jointly (% of women age 15-49),SG.DMK.PRCH.WH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Arab World,ARB,Decision maker about Visits to her family or relatives: wife and husband jointly (% of women age 15-49),SG.DMK.VISI.WH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Arab World,ARB,Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Arab World,ARB,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Arab World,ARB,Dismissal of pregnant workers is prohibited (1=yes; 0=no),SG.DML.PRGW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Arab World,ARB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Arab World,ARB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Arab World,ARB,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Arab World,ARB,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Arab World,ARB,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
